,Unnamed: 0,index,mr_new,da,text,num_hops,num_triples,shape,test_pseudo_utt,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,da_acc,
43661,43661,2618,Patty Duke place of birth Queens. Martin Scorsese place of birth Queens. Patty Duke occupation television actor. Patty Duke occupation stage actor. Patty Duke occupation singer. Patty Duke domain actor.,inform," Patty Duke is an actor from Queens who has worked in television, stage, and singing.",2,3,(X (X) (X) (X) (X (X))),Patty Duke Queens Martin Scorsese Patty Duke television actor Patty Duke stage actor Patty Duke singer,inform,0.3510374129,0.01746052891,57.27203369,5.653041176,0.7506219,match_scores_PPL,1,15
43667,43667,2619,Patty Duke spouse John Astin. John Astin place of birth Baltimore. Patty Duke occupation health activist. Patty Duke occupation stage actor. Patty Duke occupation film actor. Patty Duke domain actor.,inform," Patty Duke is a health activist, stage actor, and film actor, who is married to John Astin from Baltimore.",2,3,(X (X) (X) (X) (X (X))),Patty Duke John Astin Baltimore Patty Duke health activist Patty Duke stage actor Patty Duke film actor,inform,0.2887628078,0.01311175502,76.2674408,7.541682133,0.7618187,match_scores_PPL,1,19
43677,43677,2620,Patty Duke spouse John Astin. John Astin occupation actor. Patty Duke occupation trade unionist. Patty Duke place of birth Queens. Patty Duke occupation singer. Patty Duke domain actor.,inform," Patty Duke is an actor, trade unionist, and singer from Queens. She is married to actor John Astin.",2,3,(X (X) (X) (X) (X (X))),Patty Duke John Astin actor Patty Duke trade unionist Patty Duke Queens Patty Duke singer,inform,0.3273254931,0.01972727945,50.69122696,6.621586416,0.6961513,match_scores_PPL,1,18
43693,43693,2621,Patty Duke spouse John Astin. John Astin sex or gender male. Patty Duke occupation trade unionist. Patty Duke occupation stage actor. Patty Duke occupation health activist. Patty Duke domain actor.,inform," Patty Duke is a male actor, trade unionist, stage actor, and health activist. He is married to John Astin.",2,3,(X (X) (X) (X) (X (X))),Patty Duke John Astin male Patty Duke trade unionist Patty Duke stage actor Patty Duke health activist,inform,0.3725629449,0.01352245847,73.9510498,7.205645835,0.70690477,match_scores_PPL,1,19
43706,43706,2622,Patty Duke spouse John Astin. John Astin date of birth 1930. Patty Duke place of birth Queens. Patty Duke occupation politician. Patty Duke occupation television actor. Patty Duke domain actor.,inform,Patty Duke is a politician and television actor from Queens born in 1930. She is married to John Astin.,2,3,(X (X) (X) (X) (X (X))),Patty Duke John Astin 1930 Patty Duke Queens Patty Duke politician Patty Duke television actor,inform,0.320643574,0.01014671051,98.55410767,6.962249701,0.7277507,match_scores,1,19
43711,43711,2623,Patty Duke spouse John Astin. The Addams Family cast member John Astin. Patty Duke occupation politician. Patty Duke occupation film actor. Patty Duke occupation stage actor. Patty Duke domain actor.,inform," Patty Duke is an actor and politician who is married to John Astin, a cast member of The Addams Family. She has acted in films and on stage.",2,3,(X (X) (X) (X) (X (X))),Patty Duke John Astin The Addams Family Patty Duke politician Patty Duke film actor Patty Duke stage actor,inform,0.3772398233,0.02751513682,36.34363174,7.173775053,0.7287164,match_scores,1,28
43722,43722,2624,Prelude to a Kiss cast member Patty Duke. Prelude to a Kiss cast member Stanley Tucci. Patty Duke occupation film actor. Patty Duke occupation actor. Patty Duke occupation politician. Patty Duke domain actor.,inform," Patty Duke is an actor, politician, and cast member of Prelude to a Kiss alongside Stanley Tucci.",2,3,(X (X) (X) (X) (X (X))),Patty Duke Prelude to a Kiss Stanley Tucci Patty Duke film actor Patty Duke actor Patty Duke politician,inform,0.3237233162,0.006587762158,151.7966156,17.12473045,0.8036066,match_scores,1,17
43727,43727,2625,John Astin spouse Patty Duke. John Astin place of birth Baltimore. Patty Duke occupation actor. Patty Duke occupation film actor. Patty Duke occupation trade unionist. Patty Duke domain actor.,inform," Patty Duke is an actor, film actor, and trade unionist from Baltimore who is married to John Astin.",2,3,(X (X) (X) (X) (X (X))),Patty Duke John Astin Baltimore Patty Duke actor Patty Duke film actor Patty Duke trade unionist,inform,0.3401056528,0.01625678255,61.51278687,7.681104117,0.7425463,match_scores,1,18
43738,43738,2626,John Astin spouse Patty Duke. John Astin occupation actor. Patty Duke occupation stage actor. Patty Duke occupation trade unionist. Patty Duke occupation singer. Patty Duke domain actor.,inform," John Astin is an actor married to Patty Duke. Patty Duke is a stage actor, trade unionist, singer, and actor.",2,3,(X (X) (X) (X) (X (X))),Patty Duke John Astin actor Patty Duke stage actor Patty Duke trade unionist Patty Duke singer,inform,0.31755808,0.02140872032,46.70993805,7.050012289,0.86537683,match_scores,1,20
43754,43754,2627,John Astin spouse Patty Duke. John Astin sex or gender male. Patty Duke occupation television actor. Patty Duke occupation stage actor. Patty Duke occupation film actor. Patty Duke domain actor.,inform," John Astin is a male actor married to Patty Duke. Patty Duke is a television, stage, and film actor.",2,3,(X (X) (X) (X) (X (X))),Patty Duke John Astin male Patty Duke television actor Patty Duke stage actor Patty Duke film actor,inform,0.4814341664,0.01919680319,52.09200668,7.289334177,0.92231005,match_scores,1,19
43763,43763,2628,Anthony Perkins place of birth New York City. Noah Schnapp place of birth New York City. Anthony Perkins occupation film actor. Anthony Perkins occupation actor. Anthony Perkins sex or gender male. Anthony Perkins domain actor.,inform,Anthony Perkins is a male film and television actor from New York City.,2,3,(X (X) (X) (X) (X (X))),Anthony Perkins New York City Noah Schnapp Anthony Perkins film actor Anthony Perkins actor Anthony Perkins male,inform,0.5067743063,0.02444944357,40.90072632,12.06620997,0.79808617,match_scores,1,13
43776,43776,2629,Anthony Perkins occupation screenwriter. Ryan Gosling occupation screenwriter. Anthony Perkins occupation film director. Anthony Perkins occupation stage actor. Anthony Perkins occupation actor. Anthony Perkins domain actor.,inform," Anthony Perkins is an actor, screenwriter, film director and stage actor.",2,3,(X (X) (X) (X) (X (X))),Anthony Perkins screenwriter Ryan Gosling Anthony Perkins film director Anthony Perkins stage actor Anthony Perkins actor,inform,0.4537428916,0.03271758016,30.56460762,9.163827703,0.76742727,match_scores,1,11
43779,43779,2630,Anthony Perkins occupation screenwriter. http://www.wikidata.org/entity/Q109382072 cast member screenwriter. Anthony Perkins occupation television actor. Anthony Perkins occupation stage actor. Anthony Perkins occupation actor. Anthony Perkins domain actor.,inform," Anthony Perkins is an actor who has worked in film, television, stage, and screenwriting.",2,3,(X (X) (X) (X) (X (X))),Anthony Perkins screenwriter http://www.wikidata.org/entity/Q109382072 Anthony Perkins television actor Anthony Perkins stage actor Anthony Perkins actor,inform,0.4558356106,0.04202457103,23.7956028,3.428742794,0.6912228,match_scores,1,14
43791,43791,2631,Anthony Perkins spouse Berry Berenson. Berry Berenson place of birth New York City. Anthony Perkins sex or gender male. Anthony Perkins occupation actor. Anthony Perkins occupation film actor. Anthony Perkins domain actor.,inform," Anthony Perkins was a male actor and film actor from New York City, who was married to Berry Berenson.",2,3,(X (X) (X) (X) (X (X))),Anthony Perkins Berry Berenson New York City Anthony Perkins male Anthony Perkins actor Anthony Perkins film actor,inform,0.3551470637,0.02248643085,44.47126389,11.76289782,0.765871,match_scores,1,19
43802,43802,2632,Anthony Perkins spouse Berry Berenson. Berry Berenson occupation actor. Anthony Perkins occupation film director. Anthony Perkins sex or gender male. Anthony Perkins occupation singer. Anthony Perkins domain actor.,inform," Anthony Perkins was a male actor, film director, and singer, who was married to Berry Berenson.",2,3,(X (X) (X) (X) (X (X))),Anthony Perkins Berry Berenson actor Anthony Perkins film director Anthony Perkins male Anthony Perkins singer,inform,0.2715467215,0.02088460163,47.88216782,7.33993457,0.74711657,match_scores,1,16
43814,43814,2633,Anthony Perkins spouse Berry Berenson. Berry Berenson sex or gender female. Anthony Perkins occupation film actor. Anthony Perkins occupation television actor. Anthony Perkins occupation film director. Anthony Perkins domain actor.,inform," Anthony Perkins was a film actor, television actor, and film director, who was married to Berry Berenson, a female.",2,3,(X (X) (X) (X) (X (X))),Anthony Perkins Berry Berenson female Anthony Perkins film actor Anthony Perkins television actor Anthony Perkins film director,inform,0.3048608899,0.02177532747,45.92353439,7.205645835,0.7463895,match_scores,1,19
43824,43824,2634,Anthony Perkins spouse Berry Berenson. Berry Berenson date of birth 1948. Anthony Perkins occupation film actor. Anthony Perkins occupation actor. Anthony Perkins occupation screenwriter. Anthony Perkins domain actor.,inform," Anthony Perkins was a film actor, actor, and screenwriter born in 1948 who was married to Berry Berenson.",2,3,(X (X) (X) (X) (X (X))),Anthony Perkins Berry Berenson 1948 Anthony Perkins film actor Anthony Perkins actor Anthony Perkins screenwriter,inform,0.3769655228,0.01692664168,59.07846451,6.962249701,0.7509655,match_scores,1,18
43827,43827,2635,Anthony Perkins spouse Berry Berenson. Remember My Name cast member Berry Berenson. Anthony Perkins occupation film actor. Anthony Perkins occupation actor. Anthony Perkins occupation singer. Anthony Perkins domain actor.,inform," Anthony Perkins was a film actor, singer and actor, best known for his role in Remember My Name. He was married to Berry Berenson.",2,3,(X (X) (X) (X) (X (X))),Anthony Perkins Berry Berenson Remember My Name Anthony Perkins film actor Anthony Perkins actor Anthony Perkins singer,inform,0.4935806692,0.03289968097,30.39543152,8.649169047,0.7332376,match_scores,1,24
43841,43841,2636,Psycho cast member Anthony Perkins. Psycho cast member Alfred Hitchcock. Anthony Perkins occupation film director. Anthony Perkins occupation screenwriter. Anthony Perkins sex or gender male. Anthony Perkins domain actor.,inform," Anthony Perkins was a male actor, film director, and screenwriter in the cast of Psycho, directed by Alfred Hitchcock.",2,3,(X (X) (X) (X) (X (X))),Anthony Perkins Psycho Alfred Hitchcock Anthony Perkins film director Anthony Perkins screenwriter Anthony Perkins male,inform,0.571359694,0.02825978076,35.3859787,6.312748574,0.6971036,match_scores,1,19
43852,43852,2637,Berry Berenson spouse Anthony Perkins. Berry Berenson place of birth New York City. Anthony Perkins occupation screenwriter. Anthony Perkins occupation film director. Anthony Perkins occupation stage actor. Anthony Perkins domain actor.,inform," Berry Berenson was born in New York City and was married to Anthony Perkins. Perkins was a screenwriter, film director, and stage actor.",2,3,(X (X) (X) (X) (X (X))),Anthony Perkins Berry Berenson New York City Anthony Perkins screenwriter Anthony Perkins film director Anthony Perkins stage actor,give_opinion,0.4636060894,0.03653198901,27.37327003,9.809436521,0.82742745,all_scores,0,23
43865,43865,2638,Teri Hatcher place of birth Palo Alto. Lee Arenberg place of birth Palo Alto. Teri Hatcher occupation model. Teri Hatcher occupation television producer. Teri Hatcher occupation television actor. Teri Hatcher domain actor.,inform," Teri Hatcher is an actor, model, and television producer from Palo Alto.",2,3,(X (X) (X) (X) (X (X))),Teri Hatcher Palo Alto Lee Arenberg Teri Hatcher model Teri Hatcher television producer Teri Hatcher television actor,inform,0.2952646613,0.02964949234,33.72739029,8.561274252,0.7865206,match_scores,1,12
43871,43871,2639,Teri Hatcher spouse Jon Tenney. Jon Tenney place of birth Princeton. Teri Hatcher occupation voice actor. Teri Hatcher occupation YouTuber. Teri Hatcher occupation television actor. Teri Hatcher domain actor.,inform," Teri Hatcher is a voice actor, YouTuber and television actor, who is married to Jon Tenney from Princeton.",2,3,(X (X) (X) (X) (X (X))),Teri Hatcher Jon Tenney Princeton Teri Hatcher voice actor Teri Hatcher YouTuber Teri Hatcher television actor,inform,0.4616568685,0.01974990615,50.63315201,7.681104117,0.76893634,match_scores_PPL,1,18
43884,43884,2640,Teri Hatcher spouse Jon Tenney. Jon Tenney sex or gender male. Teri Hatcher occupation actor. Teri Hatcher occupation writer. Teri Hatcher occupation cheerleader. Teri Hatcher domain actor.,inform," Teri Hatcher is an actor, writer, and cheerleader, married to male Jon Tenney.",2,3,(X (X) (X) (X) (X (X))),Teri Hatcher Jon Tenney male Teri Hatcher actor Teri Hatcher writer Teri Hatcher cheerleader,inform,0.4521221817,0.01490977715,67.07008362,7.692375026,0.7750965,match_scores,1,13
43889,43889,2641,Teri Hatcher spouse Jon Tenney. Jon Tenney spouse Leslie Urdang. Teri Hatcher occupation actor. Teri Hatcher occupation voice actor. Teri Hatcher occupation cheerleader. Teri Hatcher domain actor.,inform," Teri Hatcher is an actor, voice actor, and cheerleader. She is married to Jon Tenney who is married to Leslie Urdang.",2,3,(X (X) (X) (X) (X (X))),Teri Hatcher Jon Tenney Leslie Urdang Teri Hatcher actor Teri Hatcher voice actor Teri Hatcher cheerleader,inform,0.643215239,0.03180605374,31.44055557,6.37040523,0.7129225,match_scores,1,21
43901,43901,2642,Teri Hatcher spouse Jon Tenney. Jon Tenney occupation stage actor. Teri Hatcher occupation writer. Teri Hatcher occupation television actor. Teri Hatcher occupation film actor. Teri Hatcher domain actor.,inform," Teri Hatcher is an actor, writer, television actor, and film actor, who is married to stage actor Jon Tenney.",2,3,(X (X) (X) (X) (X (X))),Teri Hatcher Jon Tenney stage actor Teri Hatcher writer Teri Hatcher television actor Teri Hatcher film actor,inform,0.5098770857,0.02828220537,35.3579216,7.205645835,0.7522547,match_scores,1,19
43909,43909,2643,Teri Hatcher spouse Jon Tenney. Jon Tenney date of birth 1961. Teri Hatcher occupation model. Teri Hatcher occupation television producer. Teri Hatcher occupation YouTuber. Teri Hatcher domain actor.,inform," Teri Hatcher is an actor, model, television producer, and YouTuber, married to Jon Tenney who was born in 1961.",2,3,(X (X) (X) (X) (X (X))),Teri Hatcher Jon Tenney 1961 Teri Hatcher model Teri Hatcher television producer Teri Hatcher YouTuber,inform,0.4145000577,0.02716198102,36.81616592,6.031470124,0.733967,match_scores,1,19
43921,43921,2644,Teri Hatcher spouse Jon Tenney. Music from Another Room cast member Jon Tenney. Teri Hatcher occupation YouTuber. Teri Hatcher occupation television producer. Teri Hatcher occupation television actor. Teri Hatcher domain actor.,inform," Teri Hatcher is an actor, television producer, and YouTuber. She is married to Jon Tenney, who is a cast member of Music from Another Room.",2,3,(X (X) (X) (X) (X (X))),Teri Hatcher Jon Tenney Music from Another Room Teri Hatcher YouTuber Teri Hatcher television producer Teri Hatcher television actor,inform,0.4246190786,0.03299111063,30.31119537,12.16411062,0.74786115,match_scores,1,25
43933,43933,2645,Teri Hatcher spouse Jon Tenney. Leslie Urdang spouse Jon Tenney. Teri Hatcher occupation activist. Teri Hatcher occupation voice actor. Teri Hatcher occupation model. Teri Hatcher domain actor.,inform," Teri Hatcher is an actor, activist, voice actor, and model. She is married to Jon Tenney, along with Leslie Urdang.",2,3,(X (X) (X) (X) (X (X))),Teri Hatcher Jon Tenney Leslie Urdang Teri Hatcher activist Teri Hatcher voice actor Teri Hatcher model,inform,0.4655935466,0.02519069548,39.69719696,6.109833741,0.7177898,match_scores,1,20
43943,43943,2646,Desperate Housewives cast member Teri Hatcher. Desperate Housewives cast member Roselyn Sánchez. Teri Hatcher occupation model. Teri Hatcher occupation actor. Teri Hatcher occupation film actor. Teri Hatcher domain actor.,inform," Teri Hatcher is an actor, model, and film actor, best known for her role in Desperate Housewives alongside Roselyn Sánchez.",2,3,(X (X) (X) (X) (X (X))),Teri Hatcher Desperate Housewives Roselyn Sánchez Teri Hatcher model Teri Hatcher actor Teri Hatcher film actor,inform,0.5436503291,0.0453473803,22.05199051,6.654221264,0.76956093,match_scores,1,20
43956,43956,2647,Heather Locklear place of birth Los Angeles. Val Kilmer place of birth Los Angeles. Heather Locklear occupation film producer. Heather Locklear occupation television actor. Heather Locklear spouse Tommy Lee. Heather Locklear domain actor.,inform,Heather Locklear is a film producer and television actor born in Los Angeles. She is married to Tommy Lee.,2,3,(X (X) (X) (X) (X (X))),Heather Locklear Los Angeles Val Kilmer Heather Locklear film producer Heather Locklear television actor Heather Locklear Tommy Lee,inform,0.4542394578,0.02202475432,45.40345764,8.121778764,0.74246943,match_scores_PPL,1,19
43961,43961,2648,Heather Locklear place of birth Los Angeles. Category:Scientists from Los Angeles occupation Los Angeles. Heather Locklear spouse Richie Sambora. Heather Locklear spouse Tommy Lee. Heather Locklear occupation voice actor. Heather Locklear domain actor.,inform,Heather Locklear is a voice actor from Los Angeles. She was married to Richie Sambora and Tommy Lee.,2,3,(X (X) (X) (X) (X (X))),Heather Locklear Los Angeles Category:Scientists from Los Angeles Heather Locklear Richie Sambora Heather Locklear Tommy Lee Heather Locklear voice actor,inform,0.5072866082,0.01141121303,87.63310242,11.74418222,0.8010632,match_scores,1,18
43968,43968,2649,Heather Locklear spouse Tommy Lee. Tommy Lee place of birth Athens. Heather Locklear occupation actor. Heather Locklear occupation film actor. Heather Locklear occupation film producer. Heather Locklear domain actor.,inform," Heather Locklear is an actor, film actor, and film producer from Athens who is married to Tommy Lee.",2,3,(X (X) (X) (X) (X (X))),Heather Locklear Tommy Lee Athens Heather Locklear actor Heather Locklear film actor Heather Locklear film producer,inform,0.4690405428,0.01535772754,65.11380005,7.681104117,0.75553274,match_scores_PPL,1,18
43982,43982,2650,Heather Locklear spouse Tommy Lee. Tommy Lee spouse Pamela Anderson. Heather Locklear occupation voice actor. Heather Locklear occupation film actor. Heather Locklear occupation actor. Heather Locklear domain actor.,inform," Heather Locklear is an actor, voice actor, and film actor. She is married to Tommy Lee who was previously married to Pamela Anderson.",2,3,(X (X) (X) (X) (X (X))),Heather Locklear Tommy Lee Pamela Anderson Heather Locklear voice actor Heather Locklear film actor Heather Locklear actor,inform,0.6683021784,0.02811692016,35.56577301,6.356178501,0.7196042,match_scores,1,23
43987,43987,2651,Heather Locklear spouse Tommy Lee. Tommy Lee occupation disc jockey. Heather Locklear spouse Richie Sambora. Heather Locklear place of birth Los Angeles. Heather Locklear occupation voice actor. Heather Locklear domain actor.,inform," Heather Locklear is a voice actor from Los Angeles who was married to Tommy Lee, a disc jockey, and Richie Sambora.",2,3,(X (X) (X) (X) (X (X))),Heather Locklear Tommy Lee disc jockey Heather Locklear Richie Sambora Heather Locklear Los Angeles Heather Locklear voice actor,inform,0.4110416174,0.01569052301,63.73273849,7.707532489,0.7897466,match_scores,1,21
44000,44000,2652,Heather Locklear spouse Tommy Lee. Tommy Lee sex or gender male. Heather Locklear sex or gender female. Heather Locklear place of birth Los Angeles. Heather Locklear occupation film producer. Heather Locklear domain actor.,inform,Heather Locklear is a female film producer from Los Angeles. She is married to male actor Tommy Lee.,2,3,(X (X) (X) (X) (X (X))),Heather Locklear Tommy Lee male Heather Locklear female Heather Locklear Los Angeles Heather Locklear film producer,inform,0.4773401618,0.02055057678,48.66043472,8.097785064,0.7576814,match_scores_PPL,1,18
44013,44013,2653,Heather Locklear spouse Tommy Lee. Tommy Lee height taller. Heather Locklear occupation television actor. Heather Locklear occupation actor. Heather Locklear occupation model. Heather Locklear domain actor.,inform," Heather Locklear is a taller than average television actor, model and actor, married to Tommy Lee.",2,3,(X (X) (X) (X) (X (X))),Heather Locklear Tommy Lee taller Heather Locklear television actor Heather Locklear actor Heather Locklear model,inform,0.337266326,0.007168499555,139.4992065,7.76103589,0.7432771,match_scores,1,16
44025,44025,2654,Heather Locklear spouse Tommy Lee. Tommy Lee date of birth 1962. Heather Locklear spouse Richie Sambora. Heather Locklear occupation actor. Heather Locklear occupation film actor. Heather Locklear domain actor.,inform,Heather Locklear is an actor and film actor born in 1962. She was married to Tommy Lee and Richie Sambora.,2,3,(X (X) (X) (X) (X (X))),Heather Locklear Tommy Lee 1962 Heather Locklear Richie Sambora Heather Locklear actor Heather Locklear film actor,inform,0.5021409988,0.01093405631,91.45736694,7.305267243,0.7671967,match_scores,1,20
44030,44030,2655,Heather Locklear spouse Tommy Lee. Brittany Furlan spouse Tommy Lee. Heather Locklear occupation film producer. Heather Locklear occupation actor. Heather Locklear spouse Richie Sambora. Heather Locklear domain actor.,inform,Heather Locklear is an actor and film producer who was previously married to Tommy Lee and Richie Sambora.,2,3,(X (X) (X) (X) (X (X))),Heather Locklear Tommy Lee Brittany Furlan Heather Locklear film producer Heather Locklear actor Heather Locklear Richie Sambora,inform,0.3780051768,0.01127271451,88.70977783,8.339775807,0.75988245,match_scores,1,18
44044,44044,2656,Heather Locklear spouse Tommy Lee. Vanilla Sky cast member Tommy Lee. Heather Locklear occupation actor. Heather Locklear occupation voice actor. Heather Locklear place of birth Los Angeles. Heather Locklear domain actor.,inform," Heather Locklear is an actor and voice actor from Los Angeles, who is married to Tommy Lee, the cast member of Vanilla Sky.",2,3,(X (X) (X) (X) (X (X))),Heather Locklear Tommy Lee Vanilla Sky Heather Locklear actor Heather Locklear voice actor Heather Locklear Los Angeles,inform,0.44988361,0.02597282159,38.50178528,6.616145797,0.73060817,match_scores,1,23
44048,44048,2657,Bea Arthur place of birth New York City. Noah Schnapp place of birth New York City. Bea Arthur occupation singer. Bea Arthur spouse Gene Saks. Bea Arthur sex or gender female. Bea Arthur domain actor.,inform,Bea Arthur is a female singer and actor from New York City. She is married to Gene Saks.,2,3,(X (X) (X) (X) (X (X))),Bea Arthur New York City Noah Schnapp Bea Arthur singer Bea Arthur Gene Saks Bea Arthur female,inform,0.4507813454,0.02623486057,38.11722183,11.15428843,0.6685521,match_scores,1,18
44063,44063,2658,Bea Arthur spouse Gene Saks. Gene Saks place of birth New York City. Bea Arthur spouse Robert Alan Aurthur. Bea Arthur occupation stage actor. Bea Arthur occupation voice actor. Bea Arthur domain actor.,inform,Bea Arthur was a stage and voice actor from New York City. She was married to Gene Saks and Robert Alan Aurthur.,2,3,(X (X) (X) (X) (X (X))),Bea Arthur Gene Saks New York City Bea Arthur Robert Alan Aurthur Bea Arthur stage actor Bea Arthur voice actor,inform,0.4266183972,0.01428389748,70.0089035,13.74406134,0.80732775,match_scores_PPL,1,22
44070,44070,2659,Bea Arthur spouse Gene Saks. Gene Saks occupation film director. Bea Arthur occupation activist. Bea Arthur place of birth New York City. Bea Arthur occupation singer. Bea Arthur domain actor.,inform," Bea Arthur is an actor, activist, and singer from New York City. She is married to film director Gene Saks.",2,3,(X (X) (X) (X) (X (X))),Bea Arthur Gene Saks film director Bea Arthur activist Bea Arthur New York City Bea Arthur singer,inform,0.4269750118,0.02904042866,34.43475342,10.19032207,0.7164322,match_scores,1,20
44080,44080,2660,Bea Arthur spouse Gene Saks. Gene Saks sex or gender male. Bea Arthur occupation television actor. Bea Arthur spouse Robert Alan Aurthur. Bea Arthur sex or gender female. Bea Arthur domain actor.,inform,Bea Arthur is a female television actor married to Gene Saks and Robert Alan Aurthur.,2,3,(X (X) (X) (X) (X (X))),Bea Arthur Gene Saks male Bea Arthur television actor Bea Arthur Robert Alan Aurthur Bea Arthur female,inform,0.3442789018,0.003323068411,300.9266968,14.53017817,0.82494813,match_scores,1,15
44094,44094,2661,Bea Arthur spouse Gene Saks. Gene Saks date of birth 1921. Bea Arthur occupation singer. Bea Arthur occupation film actor. Bea Arthur occupation activist. Bea Arthur domain actor.,inform," Bea Arthur was an actor, singer, and activist who was married to Gene Saks, born in 1921.",2,3,(X (X) (X) (X) (X (X))),Bea Arthur Gene Saks 1921 Bea Arthur singer Bea Arthur film actor Bea Arthur activist,inform,0.3291692436,0.02062769429,48.47851563,6.108557269,0.716575,match_scores,1,17
44101,44101,2662,Bea Arthur spouse Gene Saks. Deconstructing Harry cast member Gene Saks. Bea Arthur occupation singer. Bea Arthur occupation film actor. Bea Arthur occupation television actor. Bea Arthur domain actor.,inform," Bea Arthur is a singer, film actor, and television actor, who is married to Gene Saks. He was a cast member of Deconstructing Harry.",2,3,(X (X) (X) (X) (X (X))),Bea Arthur Gene Saks Deconstructing Harry Bea Arthur singer Bea Arthur film actor Bea Arthur television actor,inform,0.560993731,0.02619699472,38.1723175,5.893114649,0.7358857,match_scores,1,24
44109,44109,2663,The Golden Girls cast member Bea Arthur. The Golden Girls cast member Betty White. Bea Arthur occupation film actor. Bea Arthur occupation stage actor. Bea Arthur spouse Robert Alan Aurthur. Bea Arthur domain actor.,inform,Bea Arthur was a cast member of The Golden Girls and a film and stage actor. She was married to Robert Alan Arthur.,2,3,(X (X) (X) (X) (X (X))),Bea Arthur The Golden Girls Betty White Bea Arthur film actor Bea Arthur stage actor Bea Arthur Robert Alan Aurthur,inform,0.3288201094,0.02278682414,43.88500977,9.755684161,0.79107463,match_scores,1,23
44122,44122,2664,Gene Saks spouse Bea Arthur. Gene Saks place of birth New York City. Bea Arthur spouse Robert Alan Aurthur. Bea Arthur occupation singer. Bea Arthur occupation voice actor. Bea Arthur domain actor.,inform," Gene Saks is an actor from New York City who is married to Bea Arthur, a singer and voice actor. Bea Arthur is married to Robert Alan Aurthur.",2,3,(X (X) (X) (X) (X (X))),Bea Arthur Gene Saks New York City Bea Arthur Robert Alan Aurthur Bea Arthur singer Bea Arthur voice actor,inform,0.4283424914,0.0203160668,49.22212601,11.22756472,0.8509096,match_scores,1,28
44128,44128,2665,Gene Saks spouse Bea Arthur. Gene Saks occupation film director. Bea Arthur occupation voice actor. Bea Arthur spouse Robert Alan Aurthur. Bea Arthur occupation singer. Bea Arthur domain actor.,inform," Gene Saks was a film director married to Bea Arthur, a voice actor and singer. Bea Arthur was married to Robert Alan Aurthur.",2,3,(X (X) (X) (X) (X (X))),Bea Arthur Gene Saks film director Bea Arthur voice actor Bea Arthur Robert Alan Aurthur Bea Arthur singer,inform,0.2678218484,0.01187707689,84.19580078,10.81025433,0.8734957,match_scores,1,23
44139,44139,2666,Gene Saks spouse Bea Arthur. Gene Saks sex or gender male. Bea Arthur occupation film actor. Bea Arthur spouse Robert Alan Aurthur. Bea Arthur occupation voice actor. Bea Arthur domain actor.,inform,Gene Saks is a male film actor married to Bea Arthur. Bea Arthur is a voice actor and film actor married to Robert Alan Aurthur.,2,3,(X (X) (X) (X) (X (X))),Bea Arthur Gene Saks male Bea Arthur film actor Bea Arthur Robert Alan Aurthur Bea Arthur voice actor,inform,0.5051032901,0.0100098799,99.90129852,10.38548851,0.8626716,match_scores,1,25
44153,44153,2667,James Cromwell place of birth Los Angeles. Val Kilmer place of birth Los Angeles. James Cromwell occupation stage actor. James Cromwell spouse Julie Cobb. James Cromwell occupation television actor. James Cromwell domain actor.,inform,James Cromwell is a stage and television actor from Los Angeles. He is married to Julie Cobb.,2,3,(X (X) (X) (X) (X (X))),James Cromwell Los Angeles Val Kilmer James Cromwell stage actor James Cromwell Julie Cobb James Cromwell television actor,inform,0.5426832438,0.02001457666,49.9635849,8.339775807,0.7585587,match_scores_PPL,1,17
44156,44156,2668,James Cromwell place of birth Los Angeles. Category:Scientists from Los Angeles occupation Los Angeles. James Cromwell height taller. James Cromwell occupation television actor. James Cromwell occupation actor. James Cromwell domain actor.,inform," James Cromwell is a taller than average television actor and actor, born in Los Angeles. He is also a scientist from Los Angeles.",2,3,(X (X) (X) (X) (X (X))),James Cromwell Los Angeles Category:Scientists from Los Angeles James Cromwell taller James Cromwell television actor James Cromwell actor,inform,0.4872879684,0.02723680426,36.71502686,9.356643117,0.69486207,match_scores,1,23
44167,44167,2669,James Cromwell spouse Julie Cobb. Julie Cobb place of birth Los Angeles. James Cromwell height taller. James Cromwell occupation television actor. James Cromwell occupation film actor. James Cromwell domain actor.,inform,James Cromwell is a taller than average television and film actor from Los Angeles. He is married to Julie Cobb.,2,3,(X (X) (X) (X) (X (X))),James Cromwell Julie Cobb Los Angeles James Cromwell taller James Cromwell television actor James Cromwell film actor,inform,0.4324750006,0.01820689858,54.9242363,7.305267243,0.74654233,match_scores,1,20
44185,44185,2670,James Cromwell spouse Julie Cobb. Julie Cobb occupation actor. James Cromwell occupation character actor. James Cromwell occupation voice actor. James Cromwell height taller. James Cromwell domain actor.,inform," James Cromwell is a taller than average actor, character actor, and voice actor, married to Julie Cobb.",2,3,(X (X) (X) (X) (X (X))),James Cromwell Julie Cobb actor James Cromwell character actor James Cromwell voice actor James Cromwell taller,inform,0.7064675093,0.01456085856,68.67726898,7.681104117,0.7716008,match_scores,1,17
