index,mr_new,da,text,num_hops,num_triples,pseudo_mr,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,da_acc,length
1618,"Perry Mason genre costume drama. Perry Mason cast member Gayle Rankin, Nate Corddry. Perry Mason creator Deniz Gamze Ergüven, Tim Van Patten. Perry Mason character Perry Mason, Della Street. Perry Mason domain tv.",inform,"Perry Mason is a costume drama starring Gayle Rankin, Nate Corddry, Perry Mason, and Della Street, created by Deniz Gamze Ergüven and Tim Van Patten.",1,5,"Perry Mason 'Costume Drama' 'Gayle Rankin', 'Nate Corddry' 'Deniz Gamze Ergüven', 'Tim Van Patten' 'Perry Mason', 'Della Street'",inform,0.9816016555,0.005024736877,199.0153961,3.39618822,0.71014035,match_scores_PPL,1,25
1619,"Downton Abbey genre drama television series. Downton Abbey awards received None. Downton Abbey cast member Christine Lohr, Raquel Cassidy. Downton Abbey domain tv.",inform,Downton Abbey is a drama television series starring Christine Lohr and Raquel Cassidy that has not won any awards.,1,4,"Downton Abbey 'Drama Television Series' 'None' 'Christine Lohr', 'Raquel Cassidy'",inform,0.9164499044,0.0178926208,55.88896179,3.829206138,0.74356526,match_scores,1,19
1620,"Wolf Hall genre television series based on a novel. Wolf Hall creator Peter Kosminsky. Wolf Hall screenwriter Peter Straughan. Wolf Hall cast member Emma Hiddleston, Mathieu Amalric. Wolf Hall review score average. Wolf Hall domain tv.",inform,"Wolf Hall is a television series based on a novel by Peter Kosminsky and written by Peter Straughan, starring Emma Hiddleston and Mathieu Amalric. It has an average rating.",1,6,"Wolf Hall 'Television Series Based On A Novel' 'Peter Kosminsky' 'Peter Straughan' 'Emma Hiddleston', 'Mathieu Amalric' Average",inform,0.9887817502,0.02402933121,41.61580658,2.567438715,0.7659648,match_scores,1,29
1621,"The Affair genre mystery television series. The Affair creator Ryan Fleck, Mark Mylod. The Affair character Scotty Lockhart. The Affair cast member Colin Donnell, Dominic West. The Affair review score average. The Affair domain tv.",inform,"The Affair is a mystery television series created by Ryan Fleck and Mark Mylod, starring Colin Donnell, Dominic West, and Scotty Lockhart. It has an average rating.",1,6,"The Affair 'Mystery Television Series' 'Ryan Fleck', 'Mark Mylod' 'Scotty Lockhart' 'Colin Donnell', 'Dominic West' Average",inform,0.982701242,0.02233622778,44.77031708,2.758892445,0.6532278,match_scores_PPL,1,27
1622,The Lord of the Rings: The Rings of Power genre action television series. The Lord of the Rings: The Rings of Power domain tv.,inform,The Lord of the Rings: The Rings of Power is an action television series.,1,2,The Lord Of The Rings: The Rings Of Power 'Action Television Series',inform,0.9877203107,0.03973548883,25.16641998,18.92240569,0.94387376,match_scores_PPL,1,14
1623,Father Ted genre sitcom. Father Ted creator Declan Lowney. Father Ted awards received None. Father Ted domain tv.,inform,Father Ted is a sitcom created by Declan Lowney that hasn't won any awards.,1,4,Father Ted 'Sitcom' 'Declan Lowney' 'None',inform,0.8001104593,0.01068967539,93.54821014,5.255923421,0.5271213,match_scores_PPL,1,14
1624,"Knightfall genre action television series. Knightfall review score average. Knightfall character Isabella of France, Joan I of Navarre. Knightfall cast member Claire Cooper, Jim Carter’. Knightfall screenwriter Sharon Hoffman. Knightfall domain tv.",inform,"Knightfall is an average-rated action television series featuring Isabella of France, Joan I of Navarre, Claire Cooper, Jim Carter’ and written by Sharon Hoffman.",1,6,"Knightfall 'Action Television Series' Average 'Isabella Of France', 'Joan I Of Navarre' 'Claire Cooper', 'Jim Carter’ 'Sharon Hoffman'",inform,0.9905554652,0.004859364925,205.788208,1.996819088,0.7791014,match_scores,1,24
1625,"Heartstopper genre LGBTI+ related TV series. Heartstopper awards received MTV Movie Award for Best Song from a Movie. Heartstopper review score good. Heartstopper cast member Emily Ng, Corinna Brown. Heartstopper domain tv.",inform,"Heartstopper is a LGBTI+ related TV series starring Emily Ng and Corinna Brown, that has been rated good and won the MTV Movie Award for Best Song from a Movie.",1,5,"Heartstopper 'Lgbti+ Related Tv Series' 'Mtv Movie Award For Best Song From A Movie' Good 'Emily Ng', 'Corinna Brown'",inform,0.9682921171,0.01300596547,76.88779449,3.653615117,0.7299945,match_scores,1,30
1626,The Expanse genre drama television series. The Expanse domain tv.,inform,The Expanse is a drama television series.,1,2,The Expanse 'Drama Television Series',inform,0.9784562588,0.01418097338,70.51702118,11.04479557,0.78100204,match_scores_PPL,1,7
1627,"Lucifer genre fantasy television series. Lucifer character Mazikeen, Presence. Lucifer domain tv.",inform,Lucifer is a fantasy television series starring Mazikeen and Presence.,1,3,"Lucifer 'Fantasy Television Series' 'Mazikeen', 'Presence'",inform,0.9898764491,0.002061108781,485.1757507,3.747776737,0.59086066,match_scores_PPL,1,10
1628,"Father Ted genre sitcom. Father Ted review score average. Father Ted creator Declan Lowney. Father Ted awards received None. Father Ted character Mrs Doyle, Father Jack Hackett. Father Ted screenwriter Graham Linehan. Father Ted domain tv.",inform,"Father Ted is an average-rated sitcom created by Declan Lowney, written by Graham Linehan, and starring Mrs Doyle and Father Jack Hackett. It has not won any awards.",1,7,"Father Ted 'Sitcom' Average 'Declan Lowney' 'None' 'Mrs Doyle', 'Father Jack Hackett' 'Graham Linehan'",inform,0.9713997245,0.01306082363,76.56484985,2.758892445,0.6436063,match_scores,1,28
1629,"The Expanse genre television series based on a novel. The Expanse character Julie Mao, Kenzo. The Expanse screenwriter Ty Franck. The Expanse review score good. The Expanse cast member Brian George, François Chau. The Expanse domain tv.",inform,"The Expanse is a television series based on the novel by Ty Franck, starring Brian George, François Chau, Julie Mao, and Kenzo. It has a good review score.",1,6,"The Expanse 'Television Series Based On A Novel' 'Julie Mao', 'Kenzo' 'Ty Franck' Good 'Brian George', 'François Chau'",inform,0.9877525568,0.01765631755,56.63695145,2.588906517,0.69825745,match_scores,1,28
1630,"House genre medical drama. House character Stacy Warner, Lawrence Kutner. House domain tv.",inform,House is a medical drama starring Stacy Warner and Lawrence Kutner.,1,3,"House 'Medical Drama' 'Stacy Warner', 'Lawrence Kutner'",inform,0.8837695718,0.002086158446,479.3499756,3.386498568,0.76617175,match_scores_PPL,1,11
1631,"The Girlfriend Experience genre drama television series. The Girlfriend Experience screenwriter Lodge Kerrigan. The Girlfriend Experience cast member Daniel Betts, Narges Rashidi. The Girlfriend Experience character Iris Stanton, Darya Esford. The Girlfriend Experience review score average. The Girlfriend Experience creator Amy Seimetz, Lodge Kerrigan. The Girlfriend Experience awards received None. The Girlfriend Experience domain tv.",inform,"The Girlfriend Experience is an average-rated drama television series written by Lodge Kerrigan and created by Amy Seimetz and Lodge Kerrigan, starring Daniel Betts, Narges Rashidi, Iris Stanton, and Darya Esford. It has not won any awards.",1,8,"The Girlfriend Experience 'Drama Television Series' 'Lodge Kerrigan' 'Daniel Betts', 'Narges Rashidi' 'Iris Stanton', 'Darya Esford' Average 'Amy Seimetz', 'Lodge Kerrigan' 'None'",inform,0.9834096432,0.01234564878,81.00019836,3.772657799,0.67200196,match_scores,1,37
1632,"Obi-Wan Kenobi genre science fiction television series. Obi-Wan Kenobi awards received None. Obi-Wan Kenobi creator Deborah Chow. Obi-Wan Kenobi cast member Ewan McGregor, Indira Varma. Obi-Wan Kenobi character Darth Vader, Obi-Wan Kenobi. Obi-Wan Kenobi screenwriter Hossein Amini. Obi-Wan Kenobi domain tv.",inform,"Obi-Wan Kenobi is a science fiction television series created by Deborah Chow, starring Ewan McGregor, Indira Varma, and featuring Darth Vader and Obi-Wan Kenobi as characters. It was written by Hossein Amini.",1,7,"Obi-Wan Kenobi 'Science Fiction Television Series' 'None' 'Deborah Chow' 'Ewan Mcgregor', 'Indira Varma' 'Darth Vader', 'Obi-Wan Kenobi' 'Hossein Amini'",inform,0.9919754863,0.04074563657,24.54250526,2.369898273,0.72821975,match_scores,1,32
1633,Lonesome Dove genre television series based on a novel. Lonesome Dove awards received None. Lonesome Dove review score average. Lonesome Dove domain tv.,inform,Lonesome Dove is an average-rated television series based on a novel that has not won any awards.,1,4,Lonesome Dove 'Television Series Based On A Novel' 'None' Average,inform,0.8138918281,0.02543725868,39.31241226,4.295382418,0.7248007,match_scores,1,17
1634,"The Crown genre drama television series. The Crown screenwriter Peter Morgan. The Crown character Anthony Eden, Piers Legh. The Crown review score average. The Crown domain tv.",inform,"The Crown is an average-rated drama television series written by Peter Morgan, starring Anthony Eden and Piers Legh.",1,5,"The Crown 'Drama Television Series' 'Peter Morgan' 'Anthony Eden', 'Piers Legh' Average",inform,0.9732827544,0.008180639137,122.2398376,4.2377132,0.7215899,match_scores_PPL,1,18
1635,Foundation genre science fiction television series. Foundation awards received None. Foundation creator Rupert Sanders. Foundation review score average. Foundation domain tv.,inform,Foundation is an average-rated science fiction television series created by Rupert Sanders that hasn't won any awards.,1,5,Foundation 'Science Fiction Television Series' 'None' 'Rupert Sanders' Average,inform,0.9461410642,0.01528402229,65.42780304,2.147691209,0.6947041,match_scores,1,17
1636,Twin Peaks genre drama television series. Twin Peaks domain tv.,inform,Twin Peaks is a drama television series.,1,2,Twin Peaks 'Drama Television Series',inform,0.9806441069,0.007887715595,126.7794189,11.04479557,0.8532316,match_scores_PPL,1,7
1637,True Detective genre mystery television series. True Detective review score average. True Detective creator Cary Joji Fukunaga. True Detective screenwriter Nic Pizzolatto. True Detective domain tv.,inform,True Detective is an average-rated mystery television series created by Cary Joji Fukunaga and written by Nic Pizzolatto.,1,5,True Detective 'Mystery Television Series' Average 'Cary Joji Fukunaga' 'Nic Pizzolatto',inform,0.9805961847,0.03791965536,26.3715477,4.48083616,0.7690245,match_scores_PPL,1,18
1638,"The Crown genre biographical film. The Crown character Richard Dimbleby, James Jesus Angleton. The Crown review score average. The Crown screenwriter Peter Morgan. The Crown creator Stephen Daldry, Julian Jarrold. The Crown awards received None. The Crown cast member Geraldine Chaplin, Nia Roberts. The Crown domain tv.",inform,"The Crown is an average-rated biographical film written by Peter Morgan and created by Stephen Daldry and Julian Jarrold, starring Geraldine Chaplin, Nia Roberts, Richard Dimbleby, and James Jesus Angleton. It hasn't won any awards.",1,8,"The Crown 'Biographical Film' 'Richard Dimbleby', 'James Jesus Angleton' Average 'Peter Morgan' 'Stephen Daldry', 'Julian Jarrold' 'None' 'Geraldine Chaplin', 'Nia Roberts'",inform,0.947471559,0.02195155508,45.55485916,2.356906222,0.7008005,match_scores_PPL,1,35
1639,Peacemaker genre superhero television program. Peacemaker domain tv.,inform,Peacemaker is a superhero television program.,1,2,Peacemaker 'Superhero Television Program',inform,0.9012303352,0.004773729685,209.4798126,6.567274736,0.8954126,match_scores_PPL,1,6
1640,"Lonesome Dove genre television series based on a novel. Lonesome Dove character Elmira Ellie Johnson, Jimmy Rainey. Lonesome Dove review score average. Lonesome Dove awards received None. Lonesome Dove creator Simon Wincer. Lonesome Dove cast member Danny Glover, Frederic Forrest. Lonesome Dove screenwriter William D. Wittliff. Lonesome Dove domain tv.",inform,"Lonesome Dove is an average-rated television series based on a novel, starring Danny Glover, Frederic Forrest, Elmira Ellie Johnson, and Jimmy Rainey. It was created by Simon Wincer and was written by William D. Wittliff.",1,9,"Lonesome Dove 'Television Series Based On A Novel' 'Elmira Ellie Johnson', 'Jimmy Rainey' Average 'None' 'Simon Wincer' 'Danny Glover', 'Frederic Forrest' 'William D. Wittliff'",inform,0.9856414199,0.01581415854,63.23447418,2.840992425,0.693934,match_scores,1,35
1641,"The Girlfriend Experience genre drama television series. The Girlfriend Experience character Chelsea Rayne, Anna Garner. The Girlfriend Experience domain tv.",inform,The Girlfriend Experience is a drama television series starring Chelsea Rayne and Anna Garner.,1,3,"The Girlfriend Experience 'Drama Television Series' 'Chelsea Rayne', 'Anna Garner'",inform,0.9562636614,0.007528345307,132.8313141,9.782375749,0.7767977,match_scores_PPL,1,14
1642,"My Country: The New Age genre romance television series. My Country: The New Age awards received None. My Country: The New Age character Han Hee-jae, Nam Sun-ho. My Country: The New Age domain tv.",inform,My Country: The New Age is a romance television series starring Han Hee-jae and Nam Sun-ho that has not won any awards.,1,4,"My Country: The New Age 'Romance Television Series' 'None' 'Han Hee-Jae', 'Nam Sun-Ho'",inform,0.9606803656,0.01414758053,70.68346405,19.38341802,0.72653496,match_scores,1,22
1643,"Black Earth Rising genre drama. Black Earth Rising awards received None. Black Earth Rising cast member Michaela Coel, John Goodman. Black Earth Rising review score average. Black Earth Rising creator Hugo Blick. Black Earth Rising character Brigadier General Lesage. Black Earth Rising screenwriter Hugo Blick. Black Earth Rising domain tv.",inform,"Black Earth Rising is an average-rated drama created by Hugo Blick and starring Michaela Coel, John Goodman and Brigadier General Lesage. It was written by Hugo Blick.",1,8,"Black Earth Rising 'Drama' 'None' 'Michaela Coel', 'John Goodman' Average 'Hugo Blick' 'Brigadier General Lesage' 'Hugo Blick'",inform,0.9859148264,0.01436816606,69.59830475,5.250881762,0.64834076,match_scores,1,27
1644,Self Made: Inspired by the Life of Madam C. J. Walker genre drama film. Self Made: Inspired by the Life of Madam C. J. Walker awards received None. Self Made: Inspired by the Life of Madam C. J. Walker domain tv.,inform,Self Made: Inspired by the Life of Madam C. J. Walker is a drama film that hasn't won any awards.,1,9,Self Made: Inspired By The Life Of Madam C. J. Walker 'Drama Film' 'None',inform,0.6927934885,0.01404271891,71.21128082,30.16672853,0.76178294,match_scores_PPL,1,20
1645,"Belgravia genre historical television series. Belgravia character Charlotte Lennox, Willem II of the Netherlands. Belgravia screenwriter Julian Fellowes. Belgravia domain tv.",inform,"Belgravia is a historical television series written by Julian Fellowes, starring Charlotte Lennox and Willem II of the Netherlands.",1,4,"Belgravia 'Historical Television Series' 'Charlotte Lennox, 'Willem Ii Of The Netherlands' 'Julian Fellowes'",inform,0.964456439,0.01406690624,71.08883667,2.390102197,0.8007166,match_scores_PPL,1,19
1646,"House genre medical drama. House creator Lesli Linka Glatter, Felix Enriquez Alcala’. House screenwriter Garrett Lerner. House character Robert Chase, Martha Masters. House domain tv.",inform,"House is a medical drama created by Lesli Linka Glatter and Felix Enriquez Alcala', written by Garrett Lerner, starring Robert Chase and Martha Masters.",1,5,"House 'Medical Drama' 'Lesli Linka Glatter', 'Felix Enriquez Alcala’ 'Garrett Lerner' 'Robert Chase', 'Martha Masters'",inform,0.9607613087,0.002488999727,401.7678223,2.075273866,0.7597008,match_scores,1,24
1647,"The Empress genre biographical film. The Empress character Duke Maximilian Joseph, Duke in Bavaria. The Empress cast member Rauand Taleb, Svenja Jung. The Empress domain tv.",inform,"The Empress is a biographical film starring Rauand Taleb, Svenja Jung, and Duke Maximilian Joseph, Duke in Bavaria.",1,4,"The Empress 'Biographical Film' 'Duke Maximilian Joseph, Duke In Bavaria' 'Rauand Taleb', 'Svenja Jung'",inform,0.8019388914,0.005331199639,187.5750427,13.3641276,0.796617,match_scores,1,18
1648,"Ekaterina genre historical film. Ekaterina awards received None. Ekaterina screenwriter Arif Aliyev. Ekaterina creator Aleksandr Baranov, Ramil Sabitof. Ekaterina review score average. Ekaterina cast member Marcin Stec, Vladimir Yumatov’. Ekaterina domain tv.",inform,"Ekaterina is an average-rated historical film written by Arif Aliyev and directed by Aleksandr Baranov and Ramil Sabitof, starring Marcin Stec and Vladimir Yumatov’.",1,7,"Ekaterina 'Historical Film' 'None' 'Arif Aliyev' 'Aleksandr Baranov', 'Ramil Sabitof' Average 'Marcin Stec', 'Vladimir Yumatov’",inform,0.8960928321,0.00950571266,105.1998978,1.901175511,0.73081523,match_scores,1,24
1649,"Star Trek: Picard genre science fiction television series. Star Trek: Picard character Jack Crusher, Narissa Rizzo. Star Trek: Picard awards received None. Star Trek: Picard cast member Jonathan Del Arco, Orla Brady. Star Trek: Picard domain tv.",inform,"Star Trek: Picard is a science fiction television series starring Jack Crusher, Narissa Rizzo, Jonathan Del Arco, and Orla Brady. It hasn't won any awards.",1,5,"Star Trek: Picard 'Science Fiction Television Series' 'Jack Crusher', 'Narissa Rizzo' 'None' 'Jonathan Del Arco', 'Orla Brady'",inform,0.9872965813,0.01517274111,65.90766907,8.635800047,0.75015897,match_scores_PPL,1,25
1650,Wednesday genre horror television series. Wednesday domain tv.,inform,Wednesday is a horror television series.,1,2,Wednesday 'Horror Television Series',inform,0.9681860805,0.001885505921,530.3616333,6.567274736,0.7637095,match_scores_PPL,1,6
1651,"Gunpowder genre historical drama. Gunpowder creator J Blakeson. Gunpowder review score average. Gunpowder screenwriter Ronan Bennett. Gunpowder character Robert Wintour, Thomas Bates. Gunpowder cast member Daniel West, Tom Cullen. Gunpowder awards received None. Gunpowder domain tv.",inform,"Gunpowder is an average-rated historical drama created by J Blakeson and written by Ronan Bennett, starring Daniel West, Tom Cullen, Robert Wintour, and Thomas Bates. It hasn't won any awards.",1,8,"Gunpowder 'Historical Drama' 'J Blakeson' Average 'Ronan Bennett' 'Robert Wintour', 'Thomas Bates' 'Daniel West', 'Tom Cullen' 'None'",inform,0.9740703106,0.01352820449,73.91963959,1.349411695,0.5852477,match_scores,1,30
1652,"Perry Mason genre television adaptation. Perry Mason awards received None. Perry Mason cast member Juliet Rylance, John Lithgow. Perry Mason character Della Street, Perry Mason. Perry Mason review score average. Perry Mason creator Deniz Gamze Ergüven, Tim Van Patten. Perry Mason screenwriter Ron Fitzgerald. Perry Mason domain tv.",inform,"Perry Mason is an average-rated television adaptation starring Juliet Rylance, John Lithgow, Della Street, and Perry Mason. It was created by Deniz Gamze Ergüven and Tim Van Patten and written by Ron Fitzgerald.",1,8,"Perry Mason 'Television Adaptation' 'None' 'Juliet Rylance', 'John Lithgow' 'Della Street', 'Perry Mason' Average 'Deniz Gamze Ergüven', 'Tim Van Patten' 'Ron Fitzgerald'",inform,0.991289854,0.008530118434,117.2316666,2.65102026,0.68799615,match_scores,1,33
1653,"House genre medical drama. House character Gregory House, Chris Taub. House creator Paul McCrane, Hugh Laurie. House review score average. House awards received None. House cast member Vicki Davis, Eva Amurri. House screenwriter Michael R. Perry. House domain tv.",inform,"House is an average medical drama starring Gregory House, Chris Taub, Vicki Davis, and Eva Amurri. It was created by Paul McCrane and Hugh Laurie, and was written by Michael R. Perry.",1,9,"House 'Medical Drama' 'Gregory House', 'Chris Taub' 'Paul Mccrane', 'Hugh Laurie' Average 'None' 'Vicki Davis', 'Eva Amurri' 'Michael R. Perry'",inform,0.9852985144,0.01157864414,86.36589813,2.482716947,0.6033286,match_scores,1,32
1654,Gunpowder genre historical drama. Gunpowder screenwriter Ronan Bennett. Gunpowder domain tv.,inform,Gunpowder is a historical drama written by Ronan Bennett.,1,3,Gunpowder 'Historical Drama' 'Ronan Bennett',inform,0.969483912,0.005588575892,178.9364624,4.196114906,0.6649776,match_scores_PPL,1,9
1655,"1899 genre science fiction. 1899 cast member Aneurin Barnard, Miguel Bernardeau. 1899 character Maura Franklin, Angel. 1899 domain tv.",inform,"1899 is a science fiction television series starring Aneurin Barnard, Miguel Bernardeau, Maura Franklin, and Angel.",1,4,"1899 'Science Fiction' 'Aneurin Barnard', 'Miguel Bernardeau' 'Maura Franklin', 'Angel'",inform,0.987026155,0.01117024681,89.52353668,2.519759344,0.73252934,match_scores_PPL,1,16
1656,"Stargirl genre adventure television series. Stargirl review score good. Stargirl screenwriter Geoff Johns. Stargirl creator Glen Winter. Stargirl character Christine Mahkent. Stargirl cast member Luke Wilson, Cameron Gellman. Stargirl domain tv.",inform,"Stargirl is a good-rated adventure television series created by Glen Winter and written by Geoff Johns, starring Luke Wilson, Cameron Gellman, and Christine Mahkent.",1,7,"Stargirl 'Adventure Television Series' Good 'Geoff Johns' 'Glen Winter' 'Christine Mahkent' 'Luke Wilson', 'Cameron Gellman'",inform,0.9856158495,0.01256050767,79.61461639,1.588011771,0.72127956,match_scores_PPL,1,24
1657,"The I-Land genre drama television series. The I-Land awards received None. The I-Land review score average. The I-Land screenwriter Neil LaBute. The I-Land cast member María Conchita Alonso, Kyle Schmid. The I-Land domain tv.",inform,"The I-Land is an average-rated drama television series written by Neil LaBute, starring María Conchita Alonso and Kyle Schmid.",1,6,"The I-Land 'Drama Television Series' 'None' Average 'Neil Labute' 'María Conchita Alonso', 'Kyle Schmid'",inform,0.980189085,0.008220803125,121.6426163,4.319402268,0.72855955,match_scores_PPL,1,19
1658,"Strike genre detective television series. Strike screenwriter Tom Edge. Strike awards received None. Strike character Robin Ellacott, Cormoran Strike. Strike domain tv.",inform,"Strike is a detective television series written by Tom Edge, starring Robin Ellacott and Cormoran Strike. It has not received any awards.",1,5,"Strike 'Detective Television Series' 'Tom Edge' 'None' 'Robin Ellacott', 'Cormoran Strike'",inform,0.9795703888,0.006354180402,157.376709,1.79117106,0.6642184,match_scores_PPL,1,22
1659,Dae Jang Geum genre historical fiction. Dae Jang Geum creator Lee Byung-hoon. Dae Jang Geum awards received None. Dae Jang Geum screenwriter Kim Young-hyun. Dae Jang Geum review score poor. Dae Jang Geum domain tv.,inform,"Dae Jang Geum is a historical fiction created by Lee Byung-hoon, written by Kim Young-hyun, and has a poor rating.",1,6,Dae Jang Geum 'Historical Fiction' 'Lee Byung-Hoon' 'None' 'Kim Young-Hyun' Poor,inform,0.9922078252,0.02934371993,34.07884216,6.129574979,0.7255949,match_scores,1,20
1660,Knightfall genre action film. Knightfall domain tv.,inform,Knightfall is an action film.,1,2,Knightfall 'Action Film',inform,0.9735478163,0.007180449666,139.2670441,8.116697887,0.8414491,match_scores_PPL,1,5
1661,Wallander genre television series based on a novel. Wallander review score average. Wallander character Kurt Wallander. Wallander domain tv.,inform,"Wallander is an average-rated television series based on the novel of the same name, starring Kurt Wallander.",1,4,Wallander 'Television Series Based On A Novel' Average 'Kurt Wallander',inform,0.9623900056,0.0246089768,40.63557816,2.024446266,0.83521515,match_scores,1,17
1662,"The Affair genre drama television series. The Affair cast member Julia Goldani Telles, Ruth Wilson. The Affair creator Ryan Fleck, Jeffrey Reiner. The Affair awards received None. The Affair screenwriter Kate Robin. The Affair character Scotty Lockhart. The Affair domain tv.",inform,"The Affair is a drama television series starring Julia Goldani Telles, Ruth Wilson, and Scotty Lockhart, created by Ryan Fleck and Jeffrey Reiner, and written by Kate Robin.",1,7,"The Affair 'Drama Television Series' 'Julia Goldani Telles', 'Ruth Wilson' 'Ryan Fleck', 'Jeffrey Reiner' 'None' 'Kate Robin' 'Scotty Lockhart'",inform,0.9606638551,0.01054783103,94.80622101,2.824446076,0.6319338,match_scores,1,28
1663,"Father Ted genre sitcom. Father Ted creator Declan Lowney. Father Ted awards received None. Father Ted cast member ""Ardal OHanlon"", Frank Kelly. Father Ted domain tv.",inform,"Father Ted is a sitcom created by Declan Lowney, starring ""Ardal OHanlon"" and Frank Kelly, but hasn't won any awards.",1,5,"Father Ted 'Sitcom' 'Declan Lowney' 'None' ""Ardal O'Hanlon"", 'Frank Kelly'",inform,0.9368680716,0.005798372941,172.4621735,4.714627368,0.6405521,match_scores,1,20
1664,"Wallander genre drama television series. Wallander screenwriter Henning Mankell. Wallander creator Philip Martin, Niall MacCormick. Wallander cast member David Warner, Barnaby Kay. Wallander character Kurt Wallander. Wallander awards received British Academy Television Award for Best Actor. Wallander review score average. Wallander domain tv.",inform,"Wallander is a drama television series written by Henning Mankell and created by Philip Martin and Niall MacCormick, starring David Warner, Barnaby Kay, and Kurt Wallander. It has received the British Academy Television Award for Best Actor and has an average rating.",1,8,"Wallander 'Drama Television Series' 'Henning Mankell' 'Philip Martin', 'Niall Maccormick' 'David Warner', 'Barnaby Kay' 'Kurt Wallander' 'British Academy Television Award For Best Actor' Average",inform,0.9809474945,0.01564894929,63.90205383,3.575973486,0.70759,match_scores,1,42
1665,Downton Abbey genre drama television series. Downton Abbey review score average. Downton Abbey awards received None. Downton Abbey screenwriter Julian Fellowes. Downton Abbey domain tv.,inform,"Downton Abbey is an average-rated drama television series written by Julian Fellowes, which hasn't won any awards.",1,5,Downton Abbey 'Drama Television Series' Average 'None' 'Julian Fellowes',inform,0.8489750028,0.04095948801,24.41436768,4.048892532,0.73180294,match_scores,1,17
1666,"Stargirl genre action television series. Stargirl creator Glen Winter. Stargirl awards received Saturn Award for Best Performance by a Younger Actor in a Television Series. Stargirl review score good. Stargirl character Christine Mahkent. Stargirl cast member Cameron Gellman, Neil Jackson. Stargirl screenwriter Geoff Johns. Stargirl domain tv.",inform,"Stargirl is an action television series created by Glen Winter, written by Geoff Johns, and starring Cameron Gellman, Neil Jackson, and Christine Mahkent. It has received the Saturn Award for Best Performance by a Younger Actor in a Television Series and has a good review score.",1,8,"Stargirl 'Action Television Series' 'Glen Winter' 'Saturn Award For Best Performance By A Younger Actor In A Television Series' Good 'Christine Mahkent' 'Cameron Gellman', 'Neil Jackson' 'Geoff Johns'",inform,0.9930334091,0.02543602952,39.31431198,2.355442993,0.7448177,match_scores_PPL,1,46
1667,The Last of Us genre post-apocalyptic television series. The Last of Us domain tv.,inform,The Last of Us is a post-apocalyptic television series.,1,2,The Last Of Us 'Post-Apocalyptic Television Series',inform,0.7850784063,0.04909522444,20.36857986,9.287529,0.9365465,match_scores_PPL,1,9
1668,"Peacemaker genre comedy television series. Peacemaker review score average. Peacemaker character Peacemaker, Adrian Chase. Peacemaker awards received None. Peacemaker creator James Gunn. Peacemaker screenwriter James Gunn. Peacemaker cast member Rizwan Manji, Lochlyn Munro. Peacemaker domain tv.",inform,"Peacemaker is an average-rated comedy television series created by James Gunn and written by James Gunn, starring Peacemaker, Adrian Chase, Rizwan Manji, and Lochlyn Munro. It hasn't won any awards.",1,8,"Peacemaker 'Comedy Television Series' Average 'Peacemaker', 'Adrian Chase' 'None' 'James Gunn' 'James Gunn' 'Rizwan Manji', 'Lochlyn Munro'",inform,0.9858916402,0.02171843433,46.04383469,1.349411695,0.712808,match_scores,1,30
1669,"Stranger Things genre drama television series. Stranger Things cast member Eduardo Franco, Aimee Mullins. Stranger Things awards received Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series. Stranger Things domain tv.",inform,Stranger Things is a drama television series starring Eduardo Franco and Aimee Mullins which has received the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series.,1,4,"Stranger Things 'Drama Television Series' 'Eduardo Franco', 'Aimee Mullins' 'Screen Actors Guild Award For Outstanding Performance By An Ensemble In A Drama Series'",inform,0.9767754078,0.03895412432,25.67122269,6.757878745,0.83436537,match_scores,1,31
1670,"My Love from the Star genre romance film. My Love from the Star awards received None. My Love from the Star review score average. My Love from the Star character Hwang Jini, Heo Gyun. My Love from the Star creator Jang Tae-yoo. My Love from the Star cast member Na Young-hee, Jang Hang-jun. My Love from the Star domain tv.",inform,"My Love from the Star is an average-rated romance film created by Jang Tae-yoo, starring Na Young-hee, Jang Hang-jun, Hwang Jini, and Heo Gyun.",1,7,"My Love From The Star 'Romance Film' 'None' Average 'Hwang Jini', 'Heo Gyun' 'Jang Tae-Yoo' 'Na Young-Hee', 'Jang Hang-Jun'",inform,0.9562627077,0.020656658,48.41054153,3.235912123,0.621116,match_scores_PPL,1,24
1671,Yellowstone genre television western. Yellowstone screenwriter Taylor Sheridan. Yellowstone domain tv.,inform,Yellowstone is a television western written by Taylor Sheridan.,1,3,Yellowstone 'Television Western' 'Taylor Sheridan',inform,0.9831801653,0.001439968965,694.4594116,4.196114906,0.8282701,match_scores_PPL,1,9
1672,"Cougar Town genre American television sitcom. Cougar Town screenwriter Mara Brock Akil. Cougar Town awards received None. Cougar Town character Ted Buckland. Cougar Town review score average. Cougar Town cast member Nick Zano, Alanis Morissette. Cougar Town domain tv.",inform,"Cougar Town is an American television sitcom written by Mara Brock Akil, starring Ted Buckland, Nick Zano, and Alanis Morissette. It has an average rating.",1,7,"Cougar Town 'American Television Sitcom' 'Mara Brock Akil' 'None' 'Ted Buckland' Average 'Nick Zano', 'Alanis Morissette'",inform,0.9806382656,0.01778657722,56.22217178,2.952787808,0.74145544,match_scores,1,25
